Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Confidence,Recovery_Status
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps010,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps010,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps010,Deformation_Twin_thickness_nm,10.0,nm,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps010,Observed_Microstructure,Planar dislocation arrays + deformation nanotwins (~10 nm),text,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps020,Effective_TRIP,0.0,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps020,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps020,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps020,HCP_fraction_at_condition,0.0,fraction,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps020,GND_density_m-2,139000000000000.0,m^-2,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps020,Observed_Microstructure,Single FCC phase + narrow deformation-twin bands,text,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps045,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps045,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_RT,P012_OBS_BASE_RT_eps045,Observed_Microstructure,Intense deformation twinning; secondary/hierarchical twins at high strain,text,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps005,Effective_TWIP,0,binary,DIRECT_STAGE_OBSERVATION,Fig.5; p.7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps005,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; p.7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps005,Observed_Microstructure,Loosely knit dislocations/dislocation clusters; mechanical twins not observed,text,DIRECT_STAGE_OBSERVATION,Fig.5; p.7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps010,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps010,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps010,Deformation_Twin_thickness_nm,10.0,nm,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps010,Observed_Microstructure,Planar dislocation arrays + deformation nanotwins (~10 nm),text,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps020,Effective_TRIP,0.0,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps020,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps020,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps020,HCP_fraction_at_condition,0.0,fraction,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps020,GND_density_m-2,280000000000000.0,m^-2,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps020,Observed_Microstructure,Single FCC phase + narrow deformation-twin bands,text,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps045,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps045,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_RT,P012_OBS_MO_RT_eps045,Observed_Microstructure,Intense deformation twinning; secondary/hierarchical twins at high strain,text,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps005,Effective_TWIP,0,binary,DIRECT_STAGE_OBSERVATION,Fig.5; p.7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps005,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; p.7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps005,Observed_Microstructure,Loosely knit dislocations/dislocation clusters; mechanical twins not observed,text,DIRECT_STAGE_OBSERVATION,Fig.5; p.7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps010,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps010,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps010,Deformation_Twin_thickness_nm,10.0,nm,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps010,Observed_Microstructure,Planar dislocation arrays + deformation nanotwins (~10 nm),text,DIRECT_STAGE_OBSERVATION,Fig.5; pp.7-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps020,Effective_TRIP,0.0,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps020,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps020,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps020,HCP_fraction_at_condition,0.0,fraction,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps020,GND_density_m-2,370000000000000.0,m^-2,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps020,Observed_Microstructure,Single FCC phase + narrow deformation-twin bands,text,DIRECT_STAGE_OBSERVATION,Fig.6; pp.8-9,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps045,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps045,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_RT,P012_OBS_C_RT_eps045,Observed_Microstructure,Intense deformation twinning; secondary/hierarchical twins at high strain,text,DIRECT_STAGE_OBSERVATION,Fig.7; pp.8-10,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_77K,P012_OBS_BASE_77_eps020,Effective_TRIP,1.0,binary,DIRECT_STAGE_OBSERVATION,"Figs.10,13; pp.12,14-15",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_77K,P012_OBS_BASE_77_eps020,Effective_TWIP,0,binary,DIRECT_STAGE_OBSERVATION,"Figs.10,13; pp.12,14-15",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_77K,P012_OBS_BASE_77_eps020,Slip,1,binary,DIRECT_STAGE_OBSERVATION,"Figs.10,13; pp.12,14-15",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_77K,P012_OBS_BASE_77_eps020,Martensite_lath_thickness,1.3 ± 0.4 µm (EBSD-scale laths); 13 nm nano-laths by HRTEM,reported mixed scale,DIRECT_STAGE_OBSERVATION,"Figs.10,13; pp.12,14-15",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_77K,P012_OBS_BASE_77_eps020,Martensite_interspace_nm,80.0,nm,DIRECT_STAGE_OBSERVATION,"Figs.10,13; pp.12,14-15",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,P012_MC_BASE_77K,P012_OBS_BASE_77_eps020,Observed_Microstructure,SIMT in most grains; no microscale mechanical twins observed,text,DIRECT_STAGE_OBSERVATION,"Figs.10,13; pp.12,14-15",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps010,Effective_TRIP,0.0,binary,DIRECT_STAGE_OBSERVATION,Fig.14a; pp.14-16,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps010,Effective_TWIP,0,binary,DIRECT_STAGE_OBSERVATION,Fig.14a; pp.14-16,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps010,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.14a; pp.14-16,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps010,Observed_Microstructure,FCC with extended stacking faults; no SIMT; no deformation twins observed in early stage,text,DIRECT_STAGE_OBSERVATION,Fig.14a; pp.14-16,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps020,Effective_TRIP,1.0,binary,DIRECT_STAGE_OBSERVATION,"Figs.11,14; pp.12-16",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps020,Effective_TWIP,0,binary,DIRECT_STAGE_OBSERVATION,"Figs.11,14; pp.12-16",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps020,Slip,1,binary,DIRECT_STAGE_OBSERVATION,"Figs.11,14; pp.12-16",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps020,Martensite_lath_thickness,70,reported mixed scale,DIRECT_STAGE_OBSERVATION,"Figs.11,14; pp.12-16",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps020,Martensite_interspace_nm,20.0,nm,DIRECT_STAGE_OBSERVATION,"Figs.11,14; pp.12-16",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps020,Observed_Microstructure,SIMT with ε-martensite laths; γ nanolaminates (~15 nm) remain between martensite bands,text,DIRECT_STAGE_OBSERVATION,"Figs.11,14; pp.12-16",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps050,Effective_TRIP,1.0,binary,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps050,Effective_TWIP,0,binary,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps050,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps050,HCP_fraction_at_condition,0.668,fraction,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,P012_MC_MO_77K,P012_OBS_MO_77_eps050,Observed_Microstructure,High ε-martensite fraction at 50% strain,text,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps010,Effective_TRIP,0.0,binary,DIRECT_STAGE_OBSERVATION,Fig.15a; pp.15-16; twin fraction text p.14,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps010,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.15a; pp.15-16; twin fraction text p.14,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps010,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.15a; pp.15-16; twin fraction text p.14,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps010,Twin_fraction_or_Sigma3,0.0189,fraction,DIRECT_STAGE_OBSERVATION,Fig.15a; pp.15-16; twin fraction text p.14,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps010,Deformation_Twin_thickness_nm,10.0,nm,DIRECT_STAGE_OBSERVATION,Fig.15a; pp.15-16; twin fraction text p.14,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps010,Observed_Microstructure,Deformation nanotwins; no SIMT,text,DIRECT_STAGE_OBSERVATION,Fig.15a; pp.15-16; twin fraction text p.14,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps020,Effective_TRIP,1.0,binary,DIRECT_STAGE_OBSERVATION,"Figs.12,15; pp.13-17",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps020,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,"Figs.12,15; pp.13-17",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps020,Slip,1,binary,DIRECT_STAGE_OBSERVATION,"Figs.12,15; pp.13-17",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps020,Martensite_lath_thickness,8,reported mixed scale,DIRECT_STAGE_OBSERVATION,"Figs.12,15; pp.13-17",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps020,Deformation_Twin_thickness_nm,35.0,nm,DIRECT_STAGE_OBSERVATION,"Figs.12,15; pp.13-17",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps020,Observed_Microstructure,Complex TWIP/TRIP structure: deformation nanotwins + ε nano-laths + γ nanolaminates,text,DIRECT_STAGE_OBSERVATION,"Figs.12,15; pp.13-17",High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps040,Effective_TRIP,1.0,binary,DIRECT_STAGE_OBSERVATION,p.14 + Fig.S2 referenced; pp.16-17,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps040,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,p.14 + Fig.S2 referenced; pp.16-17,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps040,Slip,1,binary,DIRECT_STAGE_OBSERVATION,p.14 + Fig.S2 referenced; pp.16-17,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps040,Twin_fraction_or_Sigma3,0.085,fraction,DIRECT_STAGE_OBSERVATION,p.14 + Fig.S2 referenced; pp.16-17,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps040,Observed_Microstructure,Combined TWIP/TRIP at higher strain,text,DIRECT_STAGE_OBSERVATION,p.14 + Fig.S2 referenced; pp.16-17,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps050,Effective_TRIP,1.0,binary,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps050,Effective_TWIP,1,binary,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps050,Slip,1,binary,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps050,HCP_fraction_at_condition,0.3,fraction,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,P012_MC_C_77K,P012_OBS_C_77_eps050,Observed_Microstructure,HCP fraction reaches ~30% at 50% strain,text,DIRECT_STAGE_OBSERVATION,Fig.9; p.11,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,SFE_mJ_m2,27.0,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,DeltaG_fcc_to_hcp_J_mol,156,J/mol,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,Interfacial_Energy_mJ_m2,9,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,Molar_Surface_Density_mol_m2,2.96e-05,mol/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,SFE_mJ_m2,-4.82,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,DeltaG_fcc_to_hcp_J_mol,-385,J/mol,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,Interfacial_Energy_mJ_m2,9,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_BASE,,,Molar_Surface_Density_mol_m2,2.96e-05,mol/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,SFE_mJ_m2,24.0,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,DeltaG_fcc_to_hcp_J_mol,109,J/mol,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,Interfacial_Energy_mJ_m2,9,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,Molar_Surface_Density_mol_m2,2.96e-05,mol/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,SFE_mJ_m2,-6.0,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,DeltaG_fcc_to_hcp_J_mol,-406,J/mol,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,Interfacial_Energy_mJ_m2,9,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_MO,,,Molar_Surface_Density_mol_m2,2.96e-05,mol/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,SFE_mJ_m2,28.0,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,DeltaG_fcc_to_hcp_J_mol,170,J/mol,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,Interfacial_Energy_mJ_m2,9,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,Molar_Surface_Density_mol_m2,2.96e-05,mol/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,SFE_mJ_m2,-3.95,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,DeltaG_fcc_to_hcp_J_mol,-370,J/mol,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,Interfacial_Energy_mJ_m2,9,mJ/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
P012,10.1016/j.jallcom.2022.165108,P012_MAT_C,,,Molar_Surface_Density_mol_m2,2.96e-05,mol/m2,CURRENT_PAPER_CALCULATED,Table 2; Sec.3.3 pp.6-7,High,VERIFIED
