Column_Name,Scientific_Family,Schema_Role,Experimental_Coverage_n,Experimental_Coverage_pct,CORE_M2,Pilot_M2_Action
Recovered_Initial_HCP_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,27,39.13,False,EXCLUDE
Initial_BCC_alpha_martensite_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Initial_BCC_alpha_martensite_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Recovered_Recrystallized_fraction_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,9,13.043,False,EXCLUDE
Recovered_YS_status,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Recovered_UTS_status,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Recovered_Uniform_elongation_status,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
SFE_scope,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,9,13.043,False,EXCLUDE
SFE_value_alloy_level_mJ_m2,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,6,8.696,False,EXCLUDE
SFE_status,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,9,13.043,False,EXCLUDE
SFE_source_provenance,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,9,13.043,False,EXCLUDE
Alpha_lath_thickness,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Alpha_lath_spacing,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Recovery_twin_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Recovery_twin_thickness,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Recovery_twin_spacing_observed,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Recovery_twin_spacing_fraction_input_nm,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Deformation_twin_width,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
Deformation_twin_spacing,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
Precipitate_type,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,8,11.594,False,EXCLUDE
APT_local_composition,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
EDS_local_composition,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
P008_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Independent_ML_sample,IDENTITY_GROUPING,GROUPING_ONLY,42,60.87,False,EXCLUDE
Nominal_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_DIRECT,33,47.826,False,EXCLUDE
Measured_Composition_Status,CHEMISTRY,PROVENANCE_ONLY,36,52.174,False,EXCLUDE
Cr_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Mn_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Fe_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Co_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Ni_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Initial_Phase_State_Qualitative,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,33,47.826,False,EXCLUDE
Initial_Phase_Status,PROVENANCE_QC,PROVENANCE_ONLY,37,53.623,False,EXCLUDE
Magnetic_transition_T_K,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Magnetic_transition_Status,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,3,4.348,False,EXCLUDE
Low_T_Magnetic_Behavior,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Low_T_Magnetic_Behavior_T_K,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Computational_Magnetic_States,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE
PM_Model,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE
AFM_Model,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE
Computational_SFE_Scope,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE
SFE_Relative_Trend,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE
Finite_T_SFE_Excitations_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,3,4.348,False,EXCLUDE
P010_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,3,4.348,False,EXCLUDE
P010_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,3,4.348,False,EXCLUDE
Processing_State_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,24,34.783,False,EXCLUDE
Source_Material_ID,IDENTITY_GROUPING,GROUPING_ONLY,4,5.797,False,EXCLUDE
Sintering_T_C,PROCESSING,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
Relative_Density_pct,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
Effective_Grain_Size_Including_TB_PhaseBoundary_um,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
Initial_Sigma3_TB_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,10,14.493,False,EXCLUDE
Initial_Twin_Type,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,15,21.739,False,EXCLUDE
Mn_Oxide_Area_Fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
SPS_Pressure_MPa,PROCESSING,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
SPS_Time_min,PROCESSING,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
SPS_Vacuum_Pa,PROCESSING,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
Detwinning,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,2,2.899,False,EXCLUDE
Feedstock_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,4,5.797,False,EXCLUDE
Feedstock_Composition_Method,CHEMISTRY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE
Feedstock_Composition_Scope,CHEMISTRY,PROVENANCE_ONLY,4,5.797,False,EXCLUDE
Local_EDS_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,9,13.043,False,EXCLUDE
Local_EDS_Composition_Scope,CHEMISTRY,PROVENANCE_ONLY,9,13.043,False,EXCLUDE
FCC_lattice_a_XRD_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,10,14.493,False,EXCLUDE
HCP_lattice_a_XRD_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
HCP_lattice_c_XRD_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
KAM_mean_deg,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
HCP_lath_thickness_nm,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Deformation_Twin_thickness_nm,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
P011_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,4,5.797,False,EXCLUDE
P011_Target_Status,TARGET,PROVENANCE_ONLY,4,5.797,False,EXCLUDE
P011_Negative_TWIP_Evidence,TARGET,TARGET_ONLY,1,1.449,False,EXCLUDE
P011_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,4,5.797,False,EXCLUDE
Original_TRIP,TARGET,TARGET_ONLY,17,24.638,False,EXCLUDE
Original_TWIP,TARGET,TARGET_ONLY,17,24.638,False,EXCLUDE
P012_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Measured_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE
Measured_Composition_Method,CHEMISTRY,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Grain_Size_Including_TB_as_HAB_um,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE
XRD_Replicate_n,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
XRD_Replicate_Scope,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Gauge_Cross_Section_mm,TEST_CONDITIONS,METADATA_ONLY,6,8.696,False,EXCLUDE
Loading_Direction,TEST_CONDITIONS,PREDICTOR_SAFE_DIRECT,16,23.188,False,EXCLUDE
GND_density_m-2,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Martensite_lath_thickness,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Martensite_interspace_nm,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Observed_Microstructure,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
P012_Target_Status,TARGET,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
P012_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
P013_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
P013_Target_Status,TARGET,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Test_T_Raw,TEST_CONDITIONS,PREDICTOR_SAFE_CONDITIONAL,29,42.029,False,EXCLUDE
Composition_Status,CHEMISTRY,PROVENANCE_ONLY,29,42.029,False,EXCLUDE
Surface_Preparation,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Specimen_Cutting,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
SXRD_Mode,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Beam_Energy_keV,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Exposure_s,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Images_per_loading_step,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Beam_Size_um,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Initial_MnO_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
Grain_Size_Scope,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,7,10.145,False,EXCLUDE
HCP_Morphology,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,2,2.899,False,EXCLUDE
EBSD_Phase_Fraction_Use_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Initial_HCP_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,22,31.884,False,EXCLUDE
Initial_HCP_Origin,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,19,27.536,False,EXCLUDE
Initial_FCC_lattice_a_A,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Initial_HCP_c_over_a,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Initial_HCP_c_over_a_uncertainty,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Approx_Stress_MPa,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
HCP_fraction_status,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Nearest_SXRD_TRIP_Onset_Stress_MPa,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
Tensile_TWIP_Onset_Stress_MPa,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Compression_Twinning_Onset_Stress_MPa,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Final_InSitu_True_Stress_Approx_MPa,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
Final_InSitu_Engineering_Strain_Approx_pct,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
Mechanism_Phase_Scope,TARGET,TARGET_ONLY,2,2.899,False,EXCLUDE
P013_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
P014_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
P014_Target_Status,TARGET,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
P014_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,0,0.0,False,EXCLUDE
Cold_Roll_Reduction_Status,PROCESSING,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
Cold_Roll_Pass_Reduction_mm,PROCESSING,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Remelting_n,PROCESSING,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Test_T_Status,TEST_CONDITIONS,PROVENANCE_ONLY,20,28.986,False,EXCLUDE
KAM_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
Recrystallized_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE
Recrystallized_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,13,18.841,False,EXCLUDE
Processing_TRIP,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Processing_TWIP,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Initial_Twin_Origin,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,13,18.841,False,EXCLUDE
Initial_Twin_Target_Safety,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,8,11.594,False,EXCLUDE
Tensile_Strain_pct,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
FCC_fraction_at_stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
TWIP_at_stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
TRIP_at_stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Slip_at_stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
HDI_at_stage,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,0,0.0,False,EXCLUDE
HDI_Hardening,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
P014_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
P015_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,2,2.899,False,EXCLUDE
P015_Target_Status,TARGET,PROVENANCE_ONLY,2,2.899,False,EXCLUDE
P015_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,0,0.0,False,EXCLUDE
Mn_Charge_Adjustment,PROCESSING,METADATA_ONLY,2,2.899,False,EXCLUDE
Raw_Material_Purity,PROCESSING,PREDICTOR_SAFE_CONDITIONAL,16,23.188,False,EXCLUDE
Grain_Size_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,20,28.986,False,EXCLUDE
Texture_Orientation_Status,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
Elemental_Segregation_Status,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,2,2.899,False,EXCLUDE
Engineering_YS_MPa,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,11,15.942,False,EXCLUDE
Engineering_UTS_MPa,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,12,17.391,False,EXCLUDE
Engineering_Elongation_pct,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,12,17.391,False,EXCLUDE
True_Yield_Stress_MPa,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,2,2.899,False,EXCLUDE
True_UTS_MPa,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,3,4.348,False,EXCLUDE
HC,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,2,2.899,False,EXCLUDE
True_Property_Status,MECHANICAL_RESPONSE,PROVENANCE_ONLY,2,2.899,False,EXCLUDE
Postfracture_Phase_State,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,4,5.797,False,EXCLUDE
Postfracture_HCP_fraction,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,3,4.348,False,EXCLUDE
Postfracture_HCP_fraction_Status,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,4,5.797,False,EXCLUDE
Fracture_Mode,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,2,2.899,False,EXCLUDE
Negative_Evidence_Quality,TARGET,PROVENANCE_ONLY,2,2.899,False,EXCLUDE
SFE_Value_Status,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,23,33.333,False,EXCLUDE
SFE_Data_Origin,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,23,33.333,False,EXCLUDE
Critical_Stress_Model_Validity,MODEL_DERIVED_RESPONSE,PROVENANCE_ONLY,2,2.899,False,EXCLUDE
P015_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,2,2.899,False,EXCLUDE
Computational_Condition_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,0,0.0,False,EXCLUDE
Independent_Computational_Condition,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
Independent_Experimental_ML_sample,IDENTITY_GROUPING,GROUPING_ONLY,21,30.435,False,EXCLUDE
Experimental_Target_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,18,26.087,False,EXCLUDE
Paper_Native_TRIP,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
Paper_Native_TWIP,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
TWIP_induced_TRIP_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
TWIP_induced_TRIP_Timing,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
TRIP_induced_TWIP_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
TRIP_induced_TWIP_Timing,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
SIS_PSR_GPa,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
UTS_PSR_GPa,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
UTS_PSR_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
Initial_BCC_fraction_raw,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
Initial_BCC_fraction_status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
PostQuench_Initial_Structure,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE
P017_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,0,0.0,False,EXCLUDE
P017_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,0,0.0,False,EXCLUDE
P017_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,0,0.0,False,EXCLUDE
QC_Row_Role,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Experimental_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Computational_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Target_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Duplicate_Status,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Leakage_Risk,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Leakage_Category,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Source_Completeness,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
QC_Review_Status,PROVENANCE_QC,PROVENANCE_ONLY,48,69.565,False,EXCLUDE
P002_Record_Role,PROVENANCE_QC,METADATA_ONLY,3,4.348,False,EXCLUDE
P002_Target_Status,TARGET,TARGET_ONLY,3,4.348,False,EXCLUDE
P002_Legacy_Mapping_Status,PROVENANCE_QC,METADATA_ONLY,0,0.0,False,EXCLUDE
P002_Mapped_Exact_ML_Condition_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,0,0.0,False,EXCLUDE
P002_Source_Identity_Status,PROVENANCE_QC,PROVENANCE_ONLY,3,4.348,False,EXCLUDE
Corrigendum_DOI,OTHER,METADATA_ONLY,3,4.348,False,EXCLUDE
Corrigendum_Applied,OTHER,METADATA_ONLY,3,4.348,False,EXCLUDE
Corrected_TRIP_Comparison,OTHER,METADATA_ONLY,3,4.348,False,EXCLUDE
Measured_Bulk_Composition,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,0,0.0,False,EXCLUDE
EDS_Qualitative_Homogeneity,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,7,10.145,False,EXCLUDE
Hot_Roll_Input_Thickness_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
Hot_Roll_Output_Thickness_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
Cold_Roll_Input_Thickness_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
Cold_Roll_Output_Thickness_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
Homogenization_Atmosphere,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
Post_Homogenization_Quench,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
Loading_Mode,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,21,30.435,False,EXCLUDE
Specimen_Thickness_Status,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Replicate_Scope,IDENTITY_GROUPING,GROUPING_ONLY,15,21.739,False,EXCLUDE
Initial_Phase,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,21,30.435,False,EXCLUDE
NonRecrystallized_fraction,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
RZ_Grain_Size_um,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
RZ_Grain_Size_Uncertainty_um,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
NRZ_Subgrain_Size_um,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,2,2.899,False,EXCLUDE
NRZ_Avg_Dimension_um,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
PreTest_Twin_State,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,8,11.594,False,EXCLUDE
PreTest_Twin_Origin,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,8,11.594,False,EXCLUDE
PreTest_Twin_Width_nm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
Sigma3_Twin_Boundary_Fraction_Raw,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Initial_Dislocation_State,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,8,11.594,False,EXCLUDE
Orientation_State,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,3,4.348,False,EXCLUDE
Initial_Twin_Target_Guardrail,TARGET,TARGET_ONLY,8,11.594,False,EXCLUDE
Mechanical_Value_Status,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,21,30.435,False,EXCLUDE
Mechanical_Predictor_Eligibility,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,21,30.435,False,EXCLUDE
TRIP_Evidence_Type,TARGET,TARGET_ONLY,21,30.435,False,EXCLUDE
TWIP_Evidence_Type,TARGET,TARGET_ONLY,21,30.435,False,EXCLUDE
Negative_Evidence_Status,TARGET,TARGET_ONLY,20,28.986,False,EXCLUDE
Condition_Level_Target_Evidence,TARGET,TARGET_ONLY,21,30.435,False,EXCLUDE
Target_Evidence_Confidence,TARGET,TARGET_ONLY,21,30.435,False,EXCLUDE
Stage_Method,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Local_Strain_pct,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
HCP_Martensite_Fraction_at_Stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
DeltaG_Value_Status,PROVENANCE_QC,METADATA_ONLY,21,30.435,False,EXCLUDE
