Column_Name,Scientific_Family,Schema_Role,Experimental_Coverage_n,Experimental_Coverage_pct,CORE_M2,Pilot_M2_Action
DeltaG_Data_Origin,OTHER,METADATA_ONLY,21,30.435,False,EXCLUDE
Physics_Temperature_K,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,3,4.348,False,EXCLUDE
Support_Record_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,0,0.0,False,EXCLUDE
P002_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,3,4.348,False,EXCLUDE
P020_Record_Role,PROVENANCE_QC,METADATA_ONLY,1,1.449,False,EXCLUDE
P020_Target_Status,TARGET,TARGET_ONLY,1,1.449,False,EXCLUDE
P020_Source_Identity_Status,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
P020_QC_Status,PROVENANCE_QC,METADATA_ONLY,1,1.449,False,EXCLUDE
P020_Supplement_Status,PROVENANCE_QC,METADATA_ONLY,1,1.449,False,EXCLUDE
P020_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,1,1.449,False,EXCLUDE
Journal,PROVENANCE_QC,PROVENANCE_ONLY,18,26.087,False,EXCLUDE
Volume,PROVENANCE_QC,PROVENANCE_ONLY,18,26.087,False,EXCLUDE
Issue,PROVENANCE_QC,PROVENANCE_ONLY,6,8.696,False,EXCLUDE
Pages,PROVENANCE_QC,PROVENANCE_ONLY,13,18.841,False,EXCLUDE
Publication_Year,PROVENANCE_QC,PROVENANCE_ONLY,18,26.087,False,EXCLUDE
Source_URL,PROVENANCE_QC,PROVENANCE_ONLY,18,26.087,False,EXCLUDE
Alloy_Family_Text,IDENTITY_GROUPING,GROUPING_ONLY,13,18.841,False,EXCLUDE
Alloy_Family_Use,IDENTITY_GROUPING,GROUPING_ONLY,13,18.841,False,EXCLUDE
Melting_Route,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,18,26.087,False,EXCLUDE
Casting_Route,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,13,18.841,False,EXCLUDE
Cast_Bar_Dimensions_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
Rolling_T_Raw,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Post_Anneal_Cooling,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
Test_Metadata_Status,PROVENANCE_QC,METADATA_ONLY,13,18.841,False,EXCLUDE
Initial_TRIP_Target_Guardrail,TARGET,TARGET_ONLY,18,26.087,False,EXCLUDE
FCC_Grain_Size_um,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
FCC_Grain_Morphology,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
HCP_Lath_Thickness_um,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
Phase_Fraction_Methods,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,8,11.594,False,EXCLUDE
Apparent_Yield_Onset_MPa,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
Yield_Definition,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,1,1.449,False,EXCLUDE
Reported_Ultimate_Strength_MPa,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,4,5.797,False,EXCLUDE
Reported_Elongation_pct,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,4,5.797,False,EXCLUDE
Strain_Basis_Status,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,6,8.696,False,EXCLUDE
Target_Status,TARGET,TARGET_ONLY,18,26.087,False,EXCLUDE
TRIP_Parent_Phase,TARGET,TARGET_ONLY,13,18.841,False,EXCLUDE
TRIP_Product_Phase,TARGET,TARGET_ONLY,13,18.841,False,EXCLUDE
TWIP_Phase,TARGET,TARGET_ONLY,4,5.797,False,EXCLUDE
TWIP_Mode,TARGET,TARGET_ONLY,7,10.145,False,EXCLUDE
Slip_Evidence_Type,TARGET,TARGET_ONLY,5,7.246,False,EXCLUDE
TRIP_Onset_Macro_Stress_MPa,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
HCP_Tensile_Twin_Onset_Macro_Stress_MPa,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
HCP_Multiple_Twin_Onset_Macro_Stress_MPa,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
HCP_Multiple_Twin_Onset_Macro_Strain_pct,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
TRIP_Late_Suppression_Strain_Threshold_pct,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
TRIP_Rate_Status,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,1,1.449,False,EXCLUDE
FCC_fraction_at_fracture,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
HCP_fraction_at_fracture,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Fracture_Phase_Fraction_Status,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,1,1.449,False,EXCLUDE
Instrument,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Facility,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Diffraction_Type,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Detector_Directions,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Detector_Banks,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Phase_Quantification_Method,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Peak_Analysis_Method,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Neutron_Measured_Quantities,OTHER,METADATA_ONLY,1,1.449,False,EXCLUDE
Stage_Label,IDENTITY_GROUPING,IDENTIFIER_ONLY,0,0.0,False,EXCLUDE
Stage_Stress_Range_Raw,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Stage_Strain_Relation,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Macro_Stress_MPa,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Macro_Strain_pct,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Mechanism_Event,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
TRIP_Stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
TWIP_Stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Slip_Stage,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
Stage_Evidence_Type,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,0,0.0,False,EXCLUDE
P020_Target_Semantic_Note,TARGET,TARGET_ONLY,1,1.449,False,EXCLUDE
P021_Record_Role,PROVENANCE_QC,METADATA_ONLY,5,7.246,False,EXCLUDE
P021_Target_Status,TARGET,TARGET_ONLY,5,7.246,False,EXCLUDE
P021_Source_Identity_Status,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
P021_QC_Status,PROVENANCE_QC,METADATA_ONLY,5,7.246,False,EXCLUDE
P021_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
Article_Number,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
Replicate_n_Status,IDENTITY_GROUPING,GROUPING_ONLY,5,7.246,False,EXCLUDE
Remelt_Count_Min,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,10,14.493,False,EXCLUDE
Remelt_Count_Status,PROVENANCE_QC,METADATA_ONLY,10,14.493,False,EXCLUDE
Alloy_Mass_g_Approx,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Remolded_Ingot_Dimensions_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Homogenization_T_C_Raw,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Hot_Roll_T_C_Raw,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Hot_Roll_Final_Thickness_mm,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Anneal_T_C_Raw,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,11,15.942,False,EXCLUDE
Post_Anneal_Quench,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,11,15.942,False,EXCLUDE
Test_T_C,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,4,5.797,False,EXCLUDE
Test_Atmosphere,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,1,1.449,False,EXCLUDE
Specimen_Orientation,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Specimen_Standard,OTHER,METADATA_ONLY,5,7.246,False,EXCLUDE
Initial_Alpha_BCT_fraction,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Initial_Secondary_Phase_Status,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE
Fully_Recrystallized,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Grain_Size_Method,OTHER,METADATA_ONLY,5,7.246,False,EXCLUDE
Grain_Size_Twin_Boundary_Exclusion,OTHER,METADATA_ONLY,5,7.246,False,EXCLUDE
Initial_Stacking_Fault_State,OTHER,METADATA_ONLY,5,7.246,False,EXCLUDE
Initial_Stacking_Fault_State_Raw,OTHER,METADATA_ONLY,5,7.246,False,EXCLUDE
PreTest_Cryogenic_Immersion,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
PreTest_State_Timing,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE
Postfracture_Evidence_Method,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Postfracture_HCP_fraction_scope,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Postfracture_Predictor_Eligibility,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Postfracture_Mechanical_Twin_Status,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Slip_StackingFault_Status,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,2,2.899,False,EXCLUDE
Alpha_BCT_Transformation_Status,TARGET,TARGET_ONLY,2,2.899,False,EXCLUDE
Alpha_BCT_Transformation_Evidence,TARGET,TARGET_ONLY,2,2.899,False,EXCLUDE
Alpha_BCT_Target_Safeguard,TARGET,TARGET_ONLY,2,2.899,False,EXCLUDE
TWIP_Evidence_Abundance,TARGET,TARGET_ONLY,1,1.449,False,EXCLUDE
TWIP_Evidence_Strength,TARGET,TARGET_ONLY,1,1.449,False,EXCLUDE
SFE_Raw_Bound,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
SFE_Bound_Status,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
SFE_Predictor_Eligibility,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,17,24.638,False,EXCLUDE
SFE_Qualitative_Temperature_Status,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
P022_Record_Role,PROVENANCE_QC,METADATA_ONLY,5,7.246,False,EXCLUDE
P022_Target_Status,TARGET,TARGET_ONLY,5,7.246,False,EXCLUDE
P022_Source_Identity_Status,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
P022_QC_Status,PROVENANCE_QC,METADATA_ONLY,5,7.246,False,EXCLUDE
P022_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,5,7.246,False,EXCLUDE
Original_Composition_Basis,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,12,17.391,False,EXCLUDE
Normalized_Composition_at_pct,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,0,0.0,False,EXCLUDE
Composition_Normalization_Status,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,12,17.391,False,EXCLUDE
Atomic_Ratio_C_Addition_Raw,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
Atomic_Ratio_Mo_Addition_Raw,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
Processing_State,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,12,17.391,False,EXCLUDE
Flat_Tensile_Specimen_Dimensions_mm,OTHER,METADATA_ONLY,5,7.246,False,EXCLUDE
Strain_Rate_Status,PROVENANCE_QC,METADATA_ONLY,12,17.391,False,EXCLUDE
Initial_Secondary_Phase,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE
Dendrite_Morphology,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
Sigma_Phase_Evidence_Status,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE
Initial_HCP_Target_Guardrail,TARGET,TARGET_ONLY,12,17.391,False,EXCLUDE
Paper_Native_Mechanism_Attribution,TARGET,TARGET_ONLY,4,5.797,False,EXCLUDE
